game_id,team,opponent,player_id,name,date,minutes,points,goals,assists,home_or_away,shots_on_goal,power_play_assists,power_play_goals,goal_tending_goals_against
24033,STL,CHI,30003766,Alexey Toropchenko,2025-10-15,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
24033,STL,CHI,30005641,Jimmy Snuggerud,2025-10-15,14,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
24033,STL,CHI,30002617,Nathan Walker,2025-10-15,14,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
24033,STL,CHI,30003659,Robert Thomas,2025-10-15,16,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
24033,STL,CHI,30004495,Philip Broberg,2025-10-15,21,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0
24033,STL,CHI,30004999,Logan Mailloux,2025-10-15,15,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
24033,STL,CHI,30004206,Joel Hofer,2025-10-15,0,0.0,0.0,0.0,1,0.0,0.0,0.0,7.0
24032,UTA,CGY,30002841,Kevin Stenlund,2025-10-15,14,1.0,1.0,0.0,1,3.0,0.0,0.0,0.0
24032,UTA,CGY,30002583,Nick Schmaltz,2025-10-15,19,1.0,0.0,1.0,1,6.0,0.0,0.0,0.0
24032,UTA,CGY,30004957,Karel Vejmelka,2025-10-15,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0
24032,UTA,CGY,30004585,John Marino,2025-10-15,19,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0
24032,UTA,CGY,30004867,JJ Peterka,2025-10-15,16,1.0,1.0,0.0,1,2.0,0.0,0.0,0.0
24032,UTA,CGY,30004078,Barrett Hayton,2025-10-15,18,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0
24032,UTA,CGY,30003141,Clayton Keller,2025-10-15,20,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0
24032,UTA,CGY,30005614,Logan Cooley,2025-10-15,20,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0
24032,UTA,CGY,30000594,Nate Schmidt,2025-10-15,22,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
24032,UTA,CGY,30004996,Dylan Guenther,2025-10-15,16,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0
24032,UTA,CGY,30000229,Lawson Crouse,2025-10-15,13,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0
24032,UTA,CGY,30000650,Ian Cole,2025-10-15,16,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
24032,UTA,CGY,30003137,Mikhail Sergachev,2025-10-15,24,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
24032,UTA,CGY,30004113,Jack McBain,2025-10-15,14,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
24032,UTA,CGY,30003053,Brandon Tanev,2025-10-15,10,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
24032,UTA,CGY,30006068,Dmitriy Simashev,2025-10-15,14,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
24032,UTA,CGY,30003235,Michael Carcone,2025-10-15,7,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
24032,UTA,CGY,30000659,Olli Määttä,2025-10-15,11,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
24032,UTA,CGY,30003663,Kailer Yamamoto,2025-10-15,11,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
24032,UTA,CGY,30002600,Vitek Vanecek,2025-10-15,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
24032,UTA,CGY,30001141,Andrew Agozzino,2025-10-15,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
24032,UTA,CGY,30003572,Nick DeSimone,2025-10-15,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
24032,UTA,CGY,30004141,Sean Durzi,2025-10-15,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
